TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2003,1,15,15,0,33XX BRIDGEWAY,Hastings-Sunrise,497568.6004,5459496.4633
Theft from Vehicle,2005,8,18,7,0,33XX BRIDGEWAY,Hastings-Sunrise,497568.6004,5459496.4633
Theft from Vehicle,2011,5,17,7,0,33XX BRIDGEWAY,Hastings-Sunrise,497568.6004,5459496.4633
Theft from Vehicle,2003,1,30,22,30,33XX BRIDGEWAY,Hastings-Sunrise,497612.8331,5459541.9989
Theft from Vehicle,2017,1,1,0,0,33XX BRIDGEWAY ST,Hastings-Sunrise,497566.7035,5459489.0057
Theft from Vehicle,2003,12,24,11,59,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2006,1,31,21,0,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2007,2,8,3,39,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2007,2,20,1,45,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2007,7,24,16,30,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2008,1,2,0,0,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2008,12,7,7,0,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2011,1,1,12,0,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2011,10,12,16,0,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2012,7,18,23,0,33XX CHARLES ST,Hastings-Sunrise,497563.2842,5457827.2374
Theft from Vehicle,2008,5,1,18,15,33XX CHARLES ST,Hastings-Sunrise,497610.9239,5457836.2257
Theft from Vehicle,2004,9,9,22,0,33XX CHARLES ST,Hastings-Sunrise,497625.5731,5457836.1778
Theft from Vehicle,2012,9,29,21,0,33XX CHARLES ST,Hastings-Sunrise,497625.5731,5457836.1778
Theft from Vehicle,2012,9,29,21,30,33XX CHARLES ST,Hastings-Sunrise,497658.5338,5457836.07
Theft from Vehicle,2019,5,24,23,0,33XX CHARLES ST,Hastings-Sunrise,497677.9028,5457836.0066
Theft from Vehicle,2020,5,23,17,56,33XX CHARLES ST,Hastings-Sunrise,497677.9028,5457836.0066
Theft from Vehicle,2004,5,14,18,15,33XX E 1ST AVE,Hastings-Sunrise,497566.2316,5457396.1407
Theft from Vehicle,2004,6,15,18,0,33XX E 1ST AVE,Hastings-Sunrise,497566.2316,5457396.1407
Theft from Vehicle,2004,12,5,9,15,33XX E 1ST AVE,Hastings-Sunrise,497566.2316,5457396.1407
Theft from Vehicle,2005,4,6,7,0,33XX E 1ST AVE,Hastings-Sunrise,497566.2316,5457396.1407
Theft from Vehicle,2014,6,30,16,0,33XX E 1ST AVE,Hastings-Sunrise,497635.5657,5457396.3235
Theft from Vehicle,2007,8,29,0,0,33XX E 1ST AVE,Hastings-Sunrise,497639.0325,5457396.3326
Theft from Vehicle,2014,6,3,21,0,33XX E 1ST AVE,Hastings-Sunrise,497677.1663,5457396.4331
Theft from Vehicle,2007,8,14,19,30,33XX E 1ST AVE,Hastings-Sunrise,497718.7668,5457396.5428
Theft from Vehicle,2018,11,25,18,0,33XX E 2ND AVE,Hastings-Sunrise,497561.5312,5457296.6752
Theft from Vehicle,2007,10,26,15,0,33XX E 2ND AVE,Hastings-Sunrise,497565.3229,5457296.6464
Theft from Vehicle,2021,5,2,17,0,33XX E 2ND AVE,Hastings-Sunrise,497565.3229,5457296.6464
Theft from Vehicle,2009,8,19,13,23,33XX E 2ND AVE,Hastings-Sunrise,497575.768,5457296.5666
Theft from Vehicle,2015,10,9,18,0,33XX E 2ND AVE,Hastings-Sunrise,497586.2132,5457296.4868
Theft from Vehicle,2004,3,24,22,0,33XX E 2ND AVE,Hastings-Sunrise,497603.6917,5457305.4975
Theft from Vehicle,2021,11,14,20,30,33XX E 2ND AVE,Hastings-Sunrise,497612.4419,5457296.2863
Theft from Vehicle,2019,5,2,2,0,33XX E 2ND AVE,Hastings-Sunrise,497612.5117,5457305.4301
Theft from Vehicle,2012,5,25,11,0,33XX E 2ND AVE,Hastings-Sunrise,497624.582,5457305.3379
Theft from Vehicle,2003,11,8,21,30,33XX E 2ND AVE,Hastings-Sunrise,497673.2563,5457295.8217
Theft from Vehicle,2012,11,11,18,30,33XX E 2ND AVE,Hastings-Sunrise,497680.2896,5457304.9123
Theft from Vehicle,2016,5,13,21,0,33XX E 2ND AVE,Hastings-Sunrise,497701.1799,5457304.7527
Theft from Vehicle,2016,6,7,20,30,33XX E 2ND AVE,Hastings-Sunrise,497715.1068,5457304.6463
Theft from Vehicle,2012,5,29,16,30,33XX E 2ND AVE,Hastings-Sunrise,497718.5187,5457295.4759
Theft from Vehicle,2013,2,16,20,25,33XX E 2ND AVE,Hastings-Sunrise,497722.0004,5457295.4493
Theft from Vehicle,2004,5,8,23,0,33XX E 2ND AVE,Hastings-Sunrise,497722.0703,5457304.593
Theft from Vehicle,2004,8,11,23,30,33XX E 3RD AVE,Hastings-Sunrise,497556.4009,5457195.6917
Theft from Vehicle,2003,5,5,15,0,33XX E 3RD AVE,Hastings-Sunrise,497564.5982,5457195.6505
Theft from Vehicle,2004,9,17,13,0,33XX E 3RD AVE,Hastings-Sunrise,497564.5982,5457195.6505
Theft from Vehicle,2005,2,14,17,0,33XX E 3RD AVE,Hastings-Sunrise,497564.5982,5457195.6505
Theft from Vehicle,2019,7,14,18,0,33XX E 3RD AVE,Hastings-Sunrise,497593.9095,5457195.5029
Theft from Vehicle,2012,11,28,22,0,33XX E 3RD AVE,Hastings-Sunrise,497599.5931,5457204.6182
Theft from Vehicle,2003,12,1,17,0,33XX E 3RD AVE,Hastings-Sunrise,497631.001,5457195.3157
Theft from Vehicle,2018,8,27,20,0,33XX E 3RD AVE,Hastings-Sunrise,497647.996,5457195.2301
Theft from Vehicle,2021,12,16,15,45,33XX E 3RD AVE,Hastings-Sunrise,497666.6368,5457204.2802
Theft from Vehicle,2018,5,31,15,0,33XX E 3RD AVE,Hastings-Sunrise,497692.6233,5457195.005
Theft from Vehicle,2005,12,5,0,0,33XX E 3RD AVE,Hastings-Sunrise,497697.4038,5457194.9808
Theft from Vehicle,2021,7,15,20,40,33XX E 3RD AVE,Hastings-Sunrise,497714.9244,5457204.0366
Theft from Vehicle,2020,8,1,0,0,33XX E 4TH AVE,Hastings-Sunrise,497553.6701,5457092.8729
Theft from Vehicle,2022,5,28,5,36,33XX E 4TH AVE,Hastings-Sunrise,497553.6701,5457092.8729
Theft from Vehicle,2003,1,16,0,15,33XX E 4TH AVE,Hastings-Sunrise,497561.8675,5457092.8452
Theft from Vehicle,2011,2,24,12,57,33XX E 4TH AVE,Hastings-Sunrise,497561.8675,5457092.8452
Theft from Vehicle,2016,10,15,22,0,33XX E 4TH AVE,Hastings-Sunrise,497572.3982,5457101.953
Theft from Vehicle,2020,5,27,21,0,33XX E 4TH AVE,Hastings-Sunrise,497572.3982,5457101.953
Theft from Vehicle,2006,12,31,12,0,33XX E 4TH AVE,Hastings-Sunrise,497579.5861,5457101.9285
Theft from Vehicle,2014,6,14,17,40,33XX E 4TH AVE,Hastings-Sunrise,497607.8857,5457101.8314
Theft from Vehicle,2020,5,1,12,0,33XX E 4TH AVE,Hastings-Sunrise,497675.0971,5457101.601
Theft from Vehicle,2020,5,2,1,0,33XX E 4TH AVE,Hastings-Sunrise,497675.0971,5457101.601
Theft from Vehicle,2018,3,16,19,30,33XX E 4TH AVE,Hastings-Sunrise,497676.2174,5457101.5972
Theft from Vehicle,2018,12,6,13,16,33XX E 4TH AVE,Hastings-Sunrise,497676.2174,5457101.5972
Theft from Vehicle,2022,6,24,12,0,33XX E 4TH AVE,Hastings-Sunrise,497676.2174,5457101.5972
Theft from Vehicle,2014,6,21,15,0,33XX E 4TH AVE,Hastings-Sunrise,497696.3218,5457101.5282
Theft from Vehicle,2015,10,7,20,0,33XX E 4TH AVE,Hastings-Sunrise,497696.3218,5457101.5282
Theft from Vehicle,2009,10,2,1,30,33XX E 4TH AVE,Hastings-Sunrise,497728.1588,5457101.419
Theft from Vehicle,2018,5,9,16,0,33XX E 5TH AVE,Hastings-Sunrise,497552.5297,5456984.1661
Theft from Vehicle,2014,6,4,22,0,33XX E 5TH AVE,Hastings-Sunrise,497560.7875,5456984.1066
Theft from Vehicle,2008,11,6,20,0,33XX E 5TH AVE,Hastings-Sunrise,497564.3371,5456984.081
Theft from Vehicle,2004,8,10,0,1,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Theft from Vehicle,2006,5,22,18,0,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Theft from Vehicle,2008,3,16,13,0,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Theft from Vehicle,2008,7,11,19,0,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Theft from Vehicle,2011,7,2,6,0,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Theft from Vehicle,2011,9,22,18,0,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Theft from Vehicle,2013,5,14,16,0,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Theft from Vehicle,2013,8,3,15,0,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Theft from Vehicle,2016,5,8,20,30,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Theft from Vehicle,2017,4,24,0,0,33XX E 5TH AVE,Hastings-Sunrise,497650.7138,5456983.4576
Theft from Vehicle,2018,3,16,13,0,33XX E 5TH AVE,Hastings-Sunrise,497650.7138,5456983.4576
Theft from Vehicle,2012,8,22,23,0,33XX E 5TH AVE,Hastings-Sunrise,497656.6945,5456992.5589
Theft from Vehicle,2010,11,11,17,0,33XX E 6TH AVE,Hastings-Sunrise,497552.8351,5456878.1758
Theft from Vehicle,2003,2,7,19,0,33XX E 6TH AVE,Hastings-Sunrise,497606.1485,5456887.7003
Theft from Vehicle,2016,5,22,20,0,33XX E 6TH AVE,Hastings-Sunrise,497617.1822,5456878.4916
Theft from Vehicle,2020,4,30,19,0,33XX E 6TH AVE,Hastings-Sunrise,497617.1822,5456878.4916
Theft from Vehicle,2022,4,15,0,0,33XX E 6TH AVE,Hastings-Sunrise,497705.5471,5456887.1178
Theft from Vehicle,2005,11,3,19,0,33XX E 6TH AVE,Hastings-Sunrise,497715.9687,5456887.0564
Theft from Vehicle,2015,3,12,12,0,33XX E 6TH AVE,Hastings-Sunrise,497723.2973,5456877.8693
Theft from Vehicle,2004,9,26,23,0,33XX E 7TH AVE,Hastings-Sunrise,497552.158,5456779.373
Theft from Vehicle,2017,2,16,11,0,33XX E 8TH AVE,Hastings-Sunrise,497552.2719,5456678.1393
Theft from Vehicle,2004,10,26,18,0,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Theft from Vehicle,2005,12,21,14,0,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Theft from Vehicle,2011,12,13,18,0,33XX E 8TH AVE,Hastings-Sunrise,497560.4981,5456678.0991
Theft from Vehicle,2018,12,16,21,0,33XX E 8TH AVE,Hastings-Sunrise,497583.764,5456677.9841
Theft from Vehicle,2019,1,13,0,43,33XX E 8TH AVE,Hastings-Sunrise,497583.764,5456677.9841
Theft from Vehicle,2013,6,9,18,0,33XX E 8TH AVE,Hastings-Sunrise,497588.7357,5456677.9596
Theft from Vehicle,2012,4,14,16,0,33XX E 8TH AVE,Hastings-Sunrise,497606.3841,5456677.8724
Theft from Vehicle,2015,3,25,21,0,33XX E 8TH AVE,Hastings-Sunrise,497606.3841,5456677.8724
Theft from Vehicle,2017,1,7,13,0,33XX E 8TH AVE,Hastings-Sunrise,497720.1188,5456677.3107
Theft from Vehicle,2021,11,14,17,30,33XX E 8TH AVE,Hastings-Sunrise,497720.1188,5456677.3107
Theft from Vehicle,2009,3,18,23,0,33XX E BROADWAY AVE,Hastings-Sunrise,497586.2397,5456574.6795
Theft from Vehicle,2013,9,12,11,45,33XX E BROADWAY AVE,Hastings-Sunrise,497586.2397,5456574.6795
Theft from Vehicle,2012,4,14,21,0,33XX E BROADWAY AVE,Hastings-Sunrise,497593.3453,5456575.1026
Theft from Vehicle,2006,1,12,17,0,33XX E BROADWAY AVE,Hastings-Sunrise,497604.0038,5456575.7373
Theft from Vehicle,2006,4,8,16,0,33XX E BROADWAY AVE,Hastings-Sunrise,497604.0038,5456575.7373
Theft from Vehicle,2006,8,20,19,0,33XX E BROADWAY AVE,Hastings-Sunrise,497604.0038,5456575.7373
Theft from Vehicle,2006,10,29,14,0,33XX E BROADWAY AVE,Hastings-Sunrise,497604.0038,5456575.7373
Theft from Vehicle,2021,8,6,10,30,33XX E BROADWAY AVE,Hastings-Sunrise,497617.7615,5456576.5568
Theft from Vehicle,2012,11,17,22,0,33XX E BROADWAY AVE,Hastings-Sunrise,497618.2151,5456576.5836
Theft from Vehicle,2004,9,12,19,0,33XX E BROADWAY AVE,Hastings-Sunrise,497650.1905,5456578.4876
Theft from Vehicle,2012,4,14,21,0,33XX E BROADWAY AVE,Hastings-Sunrise,497650.1905,5456578.4876
Theft from Vehicle,2004,8,21,15,0,33XX E BROADWAY AVE,Hastings-Sunrise,497664.4018,5456579.3339
Theft from Vehicle,2016,2,12,15,0,33XX E BROADWAY AVE,Hastings-Sunrise,497664.4018,5456579.3339
Theft from Vehicle,2017,12,25,18,10,33XX E BROADWAY AVE,Hastings-Sunrise,497679.9553,5456580.174
Theft from Vehicle,2017,6,13,23,44,33XX E GEORGIA ST,Hastings-Sunrise,497558.8191,5458385.4871
Theft from Vehicle,2018,7,2,15,0,33XX E GEORGIA ST,Hastings-Sunrise,497558.8191,5458385.4871
Theft from Vehicle,2004,8,18,18,0,33XX E GEORGIA ST,Hastings-Sunrise,497562.8561,5458385.4824
Theft from Vehicle,2006,2,5,23,0,33XX E GEORGIA ST,Hastings-Sunrise,497562.8561,5458385.4824
Theft from Vehicle,2007,9,25,1,20,33XX E GEORGIA ST,Hastings-Sunrise,497562.8561,5458385.4824
Theft from Vehicle,2014,3,28,19,30,33XX E GEORGIA ST,Hastings-Sunrise,497562.8561,5458385.4824
Theft from Vehicle,2010,9,30,0,0,33XX E GEORGIA ST,Hastings-Sunrise,497598.5414,5458394.5831
Theft from Vehicle,2013,12,9,11,36,33XX E GEORGIA ST,Hastings-Sunrise,497625.8107,5458385.406
Theft from Vehicle,2004,5,17,17,0,33XX E GEORGIA ST,Hastings-Sunrise,497665.6819,5458385.3577
Theft from Vehicle,2003,5,11,19,30,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Theft from Vehicle,2003,6,18,9,30,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Theft from Vehicle,2005,9,4,17,0,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Theft from Vehicle,2009,2,23,14,15,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Theft from Vehicle,2012,3,16,11,0,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Theft from Vehicle,2016,10,28,19,30,33XX E HASTINGS ST,Hastings-Sunrise,497524.9587,5458707.1524
Theft from Vehicle,2005,5,29,11,56,33XX E HASTINGS ST,Hastings-Sunrise,497525.0227,5458716.2962
Theft from Vehicle,2010,10,17,19,0,33XX E HASTINGS ST,Hastings-Sunrise,497539.1491,5458716.1974
Theft from Vehicle,2015,10,25,14,0,33XX E HASTINGS ST,Hastings-Sunrise,497539.1491,5458716.1974
Theft from Vehicle,2017,10,7,13,0,33XX E HASTINGS ST,Hastings-Sunrise,497540.6463,5458708.7399
Theft from Vehicle,2013,11,25,0,0,33XX E HASTINGS ST,Hastings-Sunrise,497573.0526,5458715.9602
Theft from Vehicle,2017,8,24,13,15,33XX E PENDER ST,Hastings-Sunrise,497559.484,5458600.8398
Theft from Vehicle,2003,9,23,11,11,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2003,11,9,19,0,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2003,12,11,11,4,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2003,12,13,19,0,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2004,6,30,15,0,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2004,11,21,19,0,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2005,3,31,12,20,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2005,4,13,3,0,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2005,4,29,6,45,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2005,5,16,23,46,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2005,5,17,22,13,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2005,5,18,7,0,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2005,7,17,19,0,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2005,8,2,11,5,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2009,6,13,19,0,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2011,6,5,0,5,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2014,5,21,6,37,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2020,4,13,7,30,33XX E PENDER ST,Hastings-Sunrise,497561.8257,5458609.9845
Theft from Vehicle,2003,5,16,2,24,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2003,9,6,1,0,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2004,9,11,15,15,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2005,5,17,0,2,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2005,7,1,12,30,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2005,8,18,21,25,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2006,8,31,0,30,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2011,8,22,9,50,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2013,8,21,11,0,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2014,8,21,13,0,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2015,2,18,21,30,33XX E PENDER ST,Hastings-Sunrise,497561.8287,5458600.8404
Theft from Vehicle,2017,8,15,18,0,33XX E PENDER ST,Hastings-Sunrise,497613.4668,5458600.8572
Theft from Vehicle,2016,1,23,0,0,33XX E PENDER ST,Hastings-Sunrise,497613.5145,5458600.8572
Theft from Vehicle,2004,2,20,22,0,33XX E PENDER ST,Hastings-Sunrise,497626.436,5458600.8614
Theft from Vehicle,2011,7,17,15,0,33XX E PENDER ST,Hastings-Sunrise,497626.436,5458600.8614
Theft from Vehicle,2012,9,22,0,0,33XX E PENDER ST,Hastings-Sunrise,497626.436,5458600.8614
Theft from Vehicle,2005,12,18,4,0,33XX E PENDER ST,Hastings-Sunrise,497647.9718,5458600.8684
Theft from Vehicle,2003,6,28,5,51,33XX GRAVELEY ST,Hastings-Sunrise,497447.2412,5457509.3014
Theft from Vehicle,2003,11,11,20,0,33XX GRAVELEY ST,Hastings-Sunrise,497515.6627,5457517.9971
Theft from Vehicle,2006,8,2,13,0,33XX MILLER DR,Hastings-Sunrise,497550.9485,5459241.7229
Theft from Vehicle,2018,10,11,11,0,33XX MILLER DR,Hastings-Sunrise,497594.737,5459241.2219
Theft from Vehicle,2005,10,19,19,30,33XX NAPIER ST,Hastings-Sunrise,497562.6084,5458019.0936
Theft from Vehicle,2008,5,12,20,0,33XX NAPIER ST,Hastings-Sunrise,497562.6084,5458019.0936
Theft from Vehicle,2008,7,27,16,0,33XX NAPIER ST,Hastings-Sunrise,497562.6084,5458019.0936
Theft from Vehicle,2015,10,9,21,0,33XX NAPIER ST,Hastings-Sunrise,497562.6084,5458019.0936
Theft from Vehicle,2019,2,1,20,0,33XX NAPIER ST,Hastings-Sunrise,497562.6084,5458019.0936
Theft from Vehicle,2009,9,5,20,0,33XX NAPIER ST,Hastings-Sunrise,497576.8391,5458019.1334
Theft from Vehicle,2006,8,18,14,37,33XX NAPIER ST,Hastings-Sunrise,497605.2748,5458028.357
Theft from Vehicle,2016,3,16,0,0,33XX NAPIER ST,Hastings-Sunrise,497630.9156,5458019.2847
Theft from Vehicle,2011,7,15,7,0,33XX NAPIER ST,Hastings-Sunrise,497650.813,5458028.4845
Theft from Vehicle,2017,6,7,23,0,33XX NAPIER ST,Hastings-Sunrise,497657.5802,5458028.5032
Theft from Vehicle,2013,12,29,23,0,33XX NAPIER ST,Hastings-Sunrise,497667.8898,5458028.5322
Theft from Vehicle,2020,3,27,1,0,33XX NAPIER ST,Hastings-Sunrise,497669.4707,5458028.5366
Theft from Vehicle,2012,2,3,22,30,33XX NAPIER ST,Hastings-Sunrise,497679.2999,5458019.4201
Theft from Vehicle,2012,12,7,20,0,33XX NAPIER ST,Hastings-Sunrise,497679.2999,5458019.4201
Theft from Vehicle,2020,7,20,7,11,33XX NAPIER ST,Hastings-Sunrise,497684.3595,5458019.4342
Theft from Vehicle,2014,2,27,7,11,33XX NEW BRIGHTON RD,Hastings-Sunrise,497481.8689,5459583.9212
Theft from Vehicle,2005,8,15,17,15,33XX NEW BRIGHTON RD,Hastings-Sunrise,497501.8744,5459593.6242
Theft from Vehicle,2004,4,17,23,0,33XX PARKER ST,Hastings-Sunrise,497561.8607,5458111.5767
Theft from Vehicle,2015,2,8,22,0,33XX PARKER ST,Hastings-Sunrise,497561.8607,5458111.5767
Theft from Vehicle,2020,3,10,21,30,33XX PARKER ST,Hastings-Sunrise,497561.8607,5458111.5767
Theft from Vehicle,2021,12,16,0,0,33XX PARKER ST,Hastings-Sunrise,497561.8607,5458111.5767
Theft from Vehicle,2010,7,6,2,0,33XX PARKER ST,Hastings-Sunrise,497573.8119,5458111.5562
Theft from Vehicle,2012,12,26,21,0,33XX PARKER ST,Hastings-Sunrise,497576.2021,5458111.5521
Theft from Vehicle,2018,5,31,21,40,33XX PARKER ST,Hastings-Sunrise,497599.2016,5458111.5126
Theft from Vehicle,2017,8,4,18,30,33XX TURNER ST,Hastings-Sunrise,497558.3726,5458474.5256
Theft from Vehicle,2017,9,1,23,0,33XX TURNER ST,Hastings-Sunrise,497558.3726,5458474.5256
Theft from Vehicle,2004,2,7,19,0,33XX TURNER ST,Hastings-Sunrise,497562.4554,5458474.4975
Theft from Vehicle,2004,7,5,17,15,33XX TURNER ST,Hastings-Sunrise,497562.4554,5458474.4975
Theft from Vehicle,2008,5,27,0,0,33XX TURNER ST,Hastings-Sunrise,497562.5184,5458483.6413
Theft from Vehicle,2021,3,5,21,30,33XX TURNER ST,Hastings-Sunrise,497563.0343,5458483.6377
Theft from Vehicle,2020,12,8,0,0,33XX TURNER ST,Hastings-Sunrise,497592.8629,5458474.2881
Theft from Vehicle,2015,1,5,0,0,33XX TURNER ST,Hastings-Sunrise,497606.9744,5458474.1909
Theft from Vehicle,2015,11,11,9,0,33XX TURNER ST,Hastings-Sunrise,497606.9744,5458474.1909
Theft from Vehicle,2021,3,2,22,0,33XX TURNER ST,Hastings-Sunrise,497608.9584,5458474.1773
Theft from Vehicle,2018,7,4,18,54,33XX VENABLES ST,Hastings-Sunrise,497559.3294,5458202.9916
Theft from Vehicle,2019,2,27,23,15,33XX VENABLES ST,Hastings-Sunrise,497559.3294,5458202.9916
Theft from Vehicle,2004,7,10,22,30,33XX VENABLES ST,Hastings-Sunrise,497561.5982,5458202.9913
Theft from Vehicle,2011,11,16,18,0,33XX VENABLES ST,Hastings-Sunrise,497561.5982,5458202.9913
Theft from Vehicle,2016,5,19,12,0,33XX VENABLES ST,Hastings-Sunrise,497561.5982,5458202.9913
Theft from Vehicle,2004,11,23,16,0,33XX VENABLES ST,Hastings-Sunrise,497578.2703,5458212.133
Theft from Vehicle,2011,9,29,2,0,33XX VENABLES ST,Hastings-Sunrise,497582.4368,5458202.9884
Theft from Vehicle,2011,11,21,5,51,33XX VENABLES ST,Hastings-Sunrise,497594.9399,5458202.9866
Theft from Vehicle,2019,8,23,17,29,33XX VENABLES ST,Hastings-Sunrise,497598.506,5458202.9863
Theft from Vehicle,2011,1,7,18,18,33XX VENABLES ST,Hastings-Sunrise,497601.1928,5458212.1298
Theft from Vehicle,2017,8,4,17,0,33XX VENABLES ST,Hastings-Sunrise,497628.978,5458212.1261
Theft from Vehicle,2018,12,17,0,15,33XX VENABLES ST,Hastings-Sunrise,497633.3297,5458202.9815
Theft from Vehicle,2020,4,11,18,0,33XX VENABLES ST,Hastings-Sunrise,497633.3297,5458202.9815
Theft from Vehicle,2018,12,29,19,0,33XX VENABLES ST,Hastings-Sunrise,497655.0957,5458212.1226
Theft from Vehicle,2016,12,3,17,0,33XX WILLIAM ST,Hastings-Sunrise,497559.9285,5457926.2519
Theft from Vehicle,2019,6,17,23,0,33XX WILLIAM ST,Hastings-Sunrise,497559.9285,5457926.2519
Theft from Vehicle,2019,8,3,23,0,33XX WILLIAM ST,Hastings-Sunrise,497559.9285,5457926.2519
Theft from Vehicle,2019,8,4,4,30,33XX WILLIAM ST,Hastings-Sunrise,497559.9285,5457926.2519
Theft from Vehicle,2004,8,1,1,0,33XX WILLIAM ST,Hastings-Sunrise,497563.8799,5457926.2346
Theft from Vehicle,2012,7,6,12,0,33XX WILLIAM ST,Hastings-Sunrise,497563.8799,5457926.2346
Theft from Vehicle,2012,9,20,20,0,33XX WILLIAM ST,Hastings-Sunrise,497563.8799,5457926.2346
Theft from Vehicle,2012,9,4,21,30,33XX WILLIAM ST,Hastings-Sunrise,497571.1786,5457935.3464
Theft from Vehicle,2013,4,14,20,30,33XX WILLIAM ST,Hastings-Sunrise,497571.1786,5457935.3464
Theft from Vehicle,2014,4,13,17,50,33XX WILLIAM ST,Hastings-Sunrise,497571.1786,5457935.3464
Theft from Vehicle,2021,1,26,23,38,33XX WILLIAM ST,Hastings-Sunrise,497575.1306,5457935.3288
Theft from Vehicle,2021,2,6,4,27,33XX WILLIAM ST,Hastings-Sunrise,497575.1306,5457935.3288
Theft from Vehicle,2022,3,24,22,0,33XX WILLIAM ST,Hastings-Sunrise,497605.4537,5457935.1946
Theft from Vehicle,2020,9,6,0,30,33XX WILLIAM ST,Hastings-Sunrise,497616.8249,5457935.1443
Theft from Vehicle,2019,1,31,23,0,33XX WILLIAM ST,Hastings-Sunrise,497628.1961,5457935.094
Theft from Vehicle,2007,8,6,0,30,33XX WILLIAM ST,Hastings-Sunrise,497636.4619,5457925.9136
Theft from Vehicle,2022,5,23,21,30,33XX WILLIAM ST,Hastings-Sunrise,497639.5672,5457935.0437
